id,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,sqft_living15,sqft_lot15,date
4710,1,2,4,880,1712,2,0,0,4,7,880,0,1945,0,98199,1360,1748,248
11063,1,2,4,1500,6685,1,0,0,3,7,1190,310,1926,0,98133,1420,6561,67
7951,1,1,4,960,2640,1,0,0,3,7,760,200,1908,0,98112,1620,3759,45
4824,2,3,7,1410,15120,1,0,0,4,7,1410,0,1950,0,98004,1880,15120,360
20955,1,3,10,3192,5653,2,0,0,3,8,3192,0,2014,0,98023,3000,5134,260
2350,1,4,10,2070,7800,2,0,0,3,8,2070,0,1989,0,98003,1950,7815,13
2853,2,5,8,2280,3600,2,0,0,3,7,2280,0,1992,0,98122,1740,1800,204
20399,1,5,11,2670,4780,2,0,0,3,8,2670,0,2013,0,98059,2560,5380,245
12913,2,4,10,4020,44431,2,0,0,3,10,4020,0,1987,0,98072,3440,52900,275
15221,1,3,6,2270,8187,1,0,0,4,8,1420,850,1954,0,98155,2020,14092,217
2397,2,4,9,2340,13406,1,0,0,4,9,2340,0,1963,0,98040,2340,10743,327
9921,1,3,14,1500,1471,3,0,0,3,7,1500,0,1999,0,98177,1500,1445,112
19032,1,2,6,1300,1229,2,0,0,3,8,1160,140,2000,0,98107,1430,1255,340
19827,2,5,15,5330,6000,2,0,2,3,10,3570,1760,2006,0,98027,4420,5797,19
640,1,3,8,2050,13303,1,0,0,3,8,2050,0,1993,0,98003,2180,11590,61
193,1,3,4,1190,8820,1,0,0,3,6,1190,0,1959,0,98058,1230,7980,189
16569,2,3,12,3230,8625,2,0,3,3,10,2220,1010,1998,0,98116,2330,6022,194
8953,1,3,4,1100,4080,1,0,0,4,7,900,200,1929,0,98103,1170,4080,303
21598,2,5,11,3600,9437,2,0,0,3,9,3600,0,2014,0,98059,3550,9421,104
21584,1,3,9,1500,1290,2,0,0,3,8,1220,280,2006,0,98117,1460,1375,196
7125,2,4,8,1820,9350,1,0,0,4,8,1820,0,1967,0,98052,2260,9299,18
17708,1,4,6,1130,5200,1,0,0,3,6,1130,0,1968,0,98042,1140,5200,345
6166,1,3,7,1850,8667,1,0,0,4,7,880,970,1982,0,98033,1450,10530,138
20932,1,3,9,1620,1062,3,0,0,3,8,1620,0,2014,0,98122,1560,1728,119
16277,1,4,10,1920,8497,2,0,0,3,8,1920,0,1998,0,98092,1940,8436,31
3627,1,4,8,2020,48693,1.5,0,0,3,7,2020,0,1949,0,98045,1610,34900,54
4739,1,3,9,1260,3000,2,0,0,3,7,1260,0,2003,0,98029,1630,3042,187
14871,1,3,8,1550,15040,1,0,0,4,6,1550,0,1958,0,98059,1510,41416,3
3345,1,2,8,1140,1118,2,0,0,3,7,1040,100,2009,0,98144,1140,1118,181
10593,1,4,15,2220,3797,1.5,0,0,4,6,1330,890,1917,0,98108,1490,4340,137
10791,1,4,9,1710,7000,1,0,0,4,7,1040,670,1972,0,98034,1780,6500,183
18064,1,3,10,2050,5694,2,0,2,3,8,2050,0,2004,0,98065,2680,7187,89
13146,2,2,4,950,3880,1,0,0,4,6,950,0,1919,0,98117,1660,3880,334
7358,2,4,8,2160,6300,1.5,0,1,4,8,2160,0,1928,0,98116,1980,5152,50
14333,2,3,10,2450,7051,1,0,0,3,8,1870,580,1990,0,98056,2450,8788,325
218,2,5,12,3300,33474,1,0,3,3,9,1870,1430,1957,1991,98040,3836,20953,291
1104,1,2,10,1380,1073,2,0,0,3,7,1140,240,2011,0,98126,1580,2036,31
8214,1,2,6,1680,17400,1.5,0,0,3,7,1680,0,1991,0,98038,1610,27600,341
7553,1,3,4,1090,9900,1,0,0,4,7,1090,0,1955,0,98052,1720,10419,18
4181,1,3,6,1800,22000,2,0,0,3,8,1800,0,1931,0,98168,1440,16640,67
221,1,2,6,1320,10800,1,0,0,4,8,1320,0,1947,0,98177,2120,12040,176
18418,1,3,10,3040,6054,2,0,0,3,9,3040,0,2005,0,98042,2650,6054,125
4682,2,4,7,2370,8400,1,0,0,5,9,1270,1100,1949,0,98105,2370,8400,338
18046,1,3,7,1430,13399,1,0,0,4,7,900,530,1946,0,98168,1720,6415,83
12349,2,4,10,1770,9858,1,0,2,3,8,1770,0,1971,0,98155,2470,9858,306
2733,1,3,4,1740,5247,1,0,0,3,7,1270,470,1947,0,98168,1070,5636,154
9522,2,4,7,2150,9000,1,0,0,4,7,1110,1040,1966,0,98052,2040,9000,69
17821,1,2,4,1230,5000,1,0,0,5,6,1230,0,1911,0,98022,1230,5413,112
3109,1,3,7,1470,6682,1,0,0,3,7,1470,0,1987,0,98034,1790,7379,175
13861,1,3,7,1670,5209,1.5,0,0,5,7,1670,0,1908,0,98118,1990,4960,138
5068,2,3,7,1850,8160,1,0,0,3,8,1850,0,1952,0,98177,1600,8160,351
16907,2,2,6,1840,3825,1,0,0,3,8,1040,800,1928,0,98117,1290,5100,181
2041,1,3,10,1530,2890,2,0,0,3,7,1530,0,2001,0,98108,1540,2890,361
15732,1,3,10,1790,4065,2,0,0,3,8,1790,0,2009,0,98019,2480,4252,155
19352,1,3,4,1200,7280,1,0,0,4,7,1200,0,1967,0,98032,1200,8400,69
6092,2,4,10,4290,175421,2,0,0,3,10,4290,0,2004,0,98010,3370,63162,45
10682,1,2,6,1010,7719,2,0,0,3,7,1010,0,1981,0,98056,1210,7719,39
4939,2,3,10,2550,7200,2,0,2,3,10,2550,0,1981,2013,98144,2030,3500,12
9057,1,5,12,2110,5260,2,0,0,3,7,1670,440,2002,0,98118,2110,5260,141
18785,2,3,7,1300,2446,1,0,3,3,8,880,420,1961,0,98122,2440,5051,137
9487,1,4,7,1670,8856,1,0,2,3,7,1070,600,1955,0,98178,1660,8088,189
2383,1,3,9,1552,3600,2,0,0,3,7,1552,0,2012,0,98092,1677,3600,362
15907,1,4,14,3040,7125,2,0,1,3,8,2240,800,2002,0,98178,2220,7800,147
14273,1,3,10,1810,1988,2,0,0,3,7,1350,460,1997,0,98199,1600,1525,318
12390,1,3,4,920,5546,1,0,0,2,6,920,0,1928,0,98125,1300,5546,151
5155,1,3,10,2250,3757,2,0,0,3,7,2250,0,2006,0,98059,2250,4556,26
1553,1,3,8,1450,9333,2,0,0,4,7,1450,0,1972,0,98003,1910,7701,171
8012,1,3,4,1660,11200,1,0,0,3,7,1660,0,1957,0,98056,1380,10875,103
18385,1,3,10,1600,7829,2,0,0,3,7,1600,0,1987,0,98034,1580,9104,103
15057,2,4,9,2100,12172,1,0,0,5,9,2100,0,1961,0,98040,2400,10713,324
4764,2,5,9,2800,8442,2,1,4,3,9,2800,0,1963,2001,98075,3220,9156,105
11543,2,3,7,2020,9718,1,0,0,3,8,2020,0,1956,0,98040,2370,8604,113
12900,1,3,7,2000,36000,1,0,0,3,6,2000,0,1946,1995,98056,2100,9681,173
11928,2,3,10,2370,7875,2,0,0,3,9,2370,0,2003,0,98065,2660,7752,14
8097,2,3,13,1220,1281,2,0,0,3,8,930,290,2014,0,98105,1303,3810,141
14013,1,4,11,2310,5650,1,0,2,3,8,1330,980,1952,2012,98118,2300,5650,54
15921,1,3,10,2530,8669,2,0,0,3,9,2530,0,1990,0,98023,2530,9469,183
21554,2,1,5,1100,638,3,0,0,3,9,1100,0,2014,0,98112,1110,1933,56
18351,2,4,4,1490,6000,1.5,0,0,3,7,1490,0,1918,0,98136,1700,6000,244
428,1,5,7,2190,27260,1,0,0,4,7,2190,0,1947,1974,98166,1620,39480,198
10030,1,3,8,1463,868,3,0,0,3,7,1463,0,2003,0,98115,1484,4320,34
8415,2,4,11,3090,6600,1,0,2,3,9,1800,1290,1956,0,98199,2380,5000,295
3904,1,4,10,2490,11650,1,0,0,3,7,1390,1100,1990,0,98148,2010,10495,183
21561,1,2,10,1590,2656,2,0,0,3,7,1220,370,2009,0,98106,1590,2306,18
8117,1,4,8,1580,7800,2,0,0,2,6,1580,0,1906,0,98144,1190,4440,17
5098,2,3,10,3910,14000,2,0,0,3,10,3910,0,1999,0,98008,2280,14000,103
5540,1,3,10,2080,3920,2,0,0,3,8,2080,0,2010,0,98118,2110,3710,371
5113,1,3,9,2100,7335,2,0,0,3,8,2100,0,1983,0,98074,2050,8930,118
12378,1,4,11,2700,49428,1,0,0,4,9,2700,0,1988,0,98042,2728,85905,220
13952,2,3,9,2550,4089,2,0,0,3,9,2550,0,1983,0,98112,1680,4089,216
20845,2,4,13,3640,60086,2,0,0,3,10,3640,0,2005,0,98074,2900,51721,106
10011,1,3,4,1060,8000,1,0,0,4,6,1060,0,1927,0,98002,1060,4697,225
16340,2,3,10,1720,11656,2,0,0,3,8,1720,0,1987,1999,98052,1890,10336,140
14847,1,2,7,2056,52333,1,0,0,4,7,1048,1008,1980,0,98001,2220,6458,341
21526,2,4,10,3650,7090,2,0,0,3,10,3650,0,2008,0,98074,3860,7272,368
15036,1,2,4,800,4533,1,0,0,3,6,600,200,1929,0,98115,1720,6800,124
9464,1,3,4,1250,10723,1,0,0,4,7,1250,0,1961,0,98059,1520,10723,374
12371,2,4,8,2290,6000,1.5,0,3,5,7,2290,0,1900,0,98115,2000,3150,288
14306,1,2,8,1080,5000,1,0,0,5,6,1080,0,1923,0,98117,1530,5000,319
17223,2,4,9,2500,8500,2,0,0,4,8,2500,0,1979,0,98006,2470,9100,95
7527,1,3,8,1270,1348,3,0,0,3,8,1270,0,2003,0,98103,1180,1360,319
13987,1,3,10,1530,2913,2,0,0,4,7,1530,0,1986,0,98033,1370,3783,69
14002,1,2,4,1190,5200,1,0,0,5,7,1190,0,1912,0,98103,1550,5100,166
9885,1,2,4,990,45528,1,0,0,4,7,990,0,1992,0,98070,1730,45528,344
13075,1,4,10,2240,5624,1,0,0,3,7,1520,720,1961,0,98108,2240,7495,303
19279,1,4,10,1620,219542,2,0,0,3,7,1620,0,1980,0,98038,2240,217800,293
12562,1,3,10,2790,16173,2,0,0,3,10,2790,0,1988,0,98023,2890,11632,238
7118,2,4,11,2260,12005,1,0,0,4,8,2260,0,1956,1989,98005,1870,10800,111
15455,2,2,4,980,3663,1,0,0,5,7,980,0,1909,0,98105,1620,3706,346
15481,2,3,9,1580,11680,1,0,0,4,7,1580,0,1958,0,98005,2270,10948,92
20532,2,4,11,3340,5677,2,0,0,3,9,3340,0,2011,0,98052,3240,5643,326
8049,2,3,12,2350,1620,2,0,0,3,9,1560,790,2001,0,98112,2000,4380,261
20067,1,3,9,1380,1621,2,0,0,3,8,1140,240,2007,0,98117,1460,1403,177
17015,2,5,13,3160,5000,2,0,2,3,10,2180,980,2005,0,98199,3160,5746,54
9686,2,3,10,2780,33503,1.5,0,1,4,8,2110,670,1969,0,98075,3150,15542,63
17194,2,3,4,1320,5250,1.5,0,0,5,7,1320,0,1913,0,98126,1490,5250,166
21000,2,4,10,2580,3943,2,0,0,3,8,2580,0,2013,0,98033,1700,5772,83
6532,2,3,8,2320,65340,1.5,0,0,3,9,2320,0,1992,0,98074,3100,59603,374
16996,1,4,7,1770,7336,1,0,0,4,8,1770,0,1986,0,98058,2030,8183,341
11494,1,4,10,1970,2601,2,0,0,3,7,1440,530,1999,0,98144,1760,3025,297
20860,1,2,6,1440,725,2,0,0,3,8,1100,340,2011,0,98126,1440,4255,154
10422,2,3,9,3440,44374,2,0,3,4,10,2190,1250,1979,0,98006,3470,40185,189
19644,1,4,10,2070,4270,2,0,0,3,8,2070,0,2010,0,98028,2070,4610,345
8452,1,3,11,3610,107386,1.5,1,3,3,8,3130,480,1918,1962,98023,2630,42126,314
19468,2,5,14,3520,5400,2,0,0,3,9,2400,1120,2008,0,98119,1360,3600,304
8073,2,3,7,1930,6000,1,0,0,3,8,1130,800,1956,0,98119,1870,6000,369
7175,1,3,9,1800,9800,1,0,0,4,7,1300,500,1959,0,98028,1680,9545,233
11831,2,4,14,5490,14300,1,0,4,3,12,2910,2580,1996,0,98006,4290,13822,183
10426,1,2,2,580,6900,1,0,0,3,5,580,0,1941,0,98118,1570,5040,253
19318,1,3,8,1580,6655,1,0,0,3,6,790,790,1944,0,98178,1090,6655,288
814,1,3,10,1680,4308,2,0,0,3,7,1680,0,2004,0,98056,2160,4182,375
4870,1,0,4,390,5900,1,0,0,2,4,390,0,1953,0,98118,2170,6000,155
2139,1,3,9,1810,11800,1,0,0,3,7,1240,570,1977,0,98178,1810,5641,127
3935,2,3,10,1540,6100,1,0,0,3,6,770,770,1944,2014,98126,1710,5950,74
2240,1,2,4,840,5087,1,0,0,3,7,840,0,1925,0,98118,1590,5087,195
9016,1,4,10,2980,8786,2,0,0,3,8,2980,0,2003,0,98038,2980,6718,152
7286,2,2,4,1570,8210,1,0,0,4,8,1150,420,1952,0,98177,1680,8196,48
15005,1,2,4,1000,7664,1,0,2,3,7,1000,0,1939,0,98115,1570,6350,201
16696,2,3,9,2610,3357,2,0,0,4,7,1980,630,1926,0,98112,1940,3357,361
2871,1,4,11,2250,14149,2,0,0,3,9,2250,0,1992,0,98019,2450,14027,339
2094,1,3,4,1200,15960,1.5,0,0,3,6,1200,0,1945,0,98125,1120,7800,314
5363,2,3,8,1910,9001,1,0,0,4,7,1910,0,1957,0,98008,2040,8700,338
15828,1,3,8,1020,889,2,0,0,3,7,720,300,2009,0,98126,1130,972,313
18012,2,3,13,1540,704,3,0,0,3,9,1540,0,2011,0,98122,1540,1456,33
7232,1,5,10,1990,6840,2,0,0,4,7,1990,0,1974,0,98034,1990,7150,220
13097,2,4,8,2320,7400,1.5,0,0,5,7,1620,700,1913,0,98118,1740,4000,80
11457,1,3,10,1740,5782,2,0,0,4,8,1740,0,1989,0,98029,2080,5782,22
13626,1,2,8,1300,3865,1,0,0,3,8,1300,0,2006,0,98053,1350,4199,146
9674,1,3,6,1290,7100,1,0,0,3,6,1290,0,1954,0,98198,1300,7183,175
11307,2,3,9,2930,7005,3,0,2,3,9,2670,260,1999,0,98117,2450,6460,102
4131,2,3,14,1560,1490,2,0,0,3,8,1240,320,1995,0,98102,1560,1662,141
19098,1,3,11,1890,3930,2,0,0,3,8,1890,0,1999,0,98065,2100,4259,84
21009,2,3,9,1450,1619,2,0,0,3,8,1140,310,2006,0,98122,1580,3472,339
12214,1,4,10,2800,5000,2,0,0,3,9,2800,0,2006,0,98038,2960,5092,132
19215,2,3,10,2320,5000,2,0,0,3,8,1620,700,1907,1993,98112,2160,5000,218
21326,1,4,10,2280,3800,2,0,0,3,7,2280,0,2006,0,98038,2630,4045,116
18332,1,4,7,2090,4300,1.5,0,0,4,7,1250,840,1925,0,98136,1670,5000,18
2595,1,5,10,2070,4698,2,0,0,3,7,2070,0,1999,0,98038,2010,4698,181
9617,1,3,8,1640,9972,1,0,0,4,7,1640,0,1977,0,98075,1680,10165,13
16629,2,4,10,2760,5750,2,0,0,3,8,2760,0,1993,0,98112,2760,5390,174
17121,1,2,4,1330,3698,1,0,0,3,7,1330,0,1952,0,98117,1900,5000,342
11887,1,3,4,1130,8201,1,0,0,5,6,1130,0,1948,0,98155,1180,8203,83
5480,1,5,10,2260,7040,2,0,0,3,8,2260,0,1999,0,98038,2180,6910,341
18497,2,4,9,2500,8866,2,0,0,4,9,2500,0,1987,0,98007,2630,8847,61
7037,2,5,22,7050,42840,1,0,2,4,13,4320,2730,1978,0,98004,5070,20570,61
11807,2,4,11,2890,4000,1.5,0,0,4,9,2190,700,1931,0,98109,2280,4000,347
19621,2,4,10,3210,24527,1.5,0,0,3,11,3210,0,1984,0,98074,3280,24527,353
21080,1,4,10,2090,3777,2,0,0,3,8,2090,0,2012,0,98038,2160,3993,312
20289,1,4,10,2110,4178,2,0,0,3,7,2110,0,2013,0,98042,2300,4142,307
7474,2,4,10,2740,12899,2,0,0,4,10,2740,0,1990,0,98075,2830,9453,25
3511,2,4,6,1580,5000,1.5,0,0,3,7,1390,190,1945,0,98107,1580,5000,90
9417,2,4,11,3350,5416,2,0,0,3,9,3350,0,2014,0,98053,3625,5637,104
12690,2,3,7,1110,10402,1,0,0,4,7,1110,0,1967,0,98006,2050,9660,280
7008,2,4,11,2840,4000,1.5,0,0,5,8,1960,880,1912,0,98144,2750,4000,54
2048,2,3,11,2340,8828,1,0,0,4,9,2340,0,1954,0,98112,3480,8526,241
7383,1,3,7,1660,9900,2,0,0,3,8,1660,0,1978,0,98033,1720,6600,180
4829,1,5,10,2820,9956,1,0,0,4,7,1410,1410,1967,0,98168,2700,9956,91
16835,1,3,6,900,8690,1.5,0,0,5,6,900,0,1941,0,98116,1000,6150,232
10821,1,2,4,1000,7228,1,0,0,4,7,1000,0,1947,0,98133,1100,7228,169
14558,2,5,25,8670,64033,2,0,4,3,13,6120,2550,1965,2003,98177,4140,81021,40
16943,1,3,4,1140,3240,1.5,0,0,4,6,1140,0,1910,0,98014,1140,4700,324
20,1,2,4,1200,9850,1,0,0,4,7,1200,0,1921,0,98002,1060,5095,220
2237,1,3,4,1660,21514,1,0,0,4,7,1660,0,1973,0,98022,1660,21600,196
11472,2,2,11,2700,9854,1,0,0,3,9,2700,0,2012,0,98053,1440,4168,230
14579,2,3,10,1610,4611,2,0,0,3,8,1610,0,1996,0,98029,1730,4461,48
19615,2,4,13,3850,19842,2,0,3,3,11,3180,670,1989,0,98074,4320,19500,119
7739,2,3,13,3230,7639,2,0,0,3,10,3230,0,1999,0,98074,3230,7772,127
21498,2,4,10,3040,6425,2,0,0,3,8,3040,0,2008,0,98052,3040,7800,4
18813,1,2,4,830,8000,1,0,0,3,6,830,0,1954,0,98198,1300,8000,95
10833,2,3,11,3176,13391,2,0,3,4,9,2726,450,1985,0,98198,3470,12779,68
1581,2,3,7,2330,6000,1.5,0,0,4,7,1630,700,1940,0,98126,1600,4000,78
10909,2,4,7,2340,5940,1,0,0,3,8,1290,1050,1953,0,98115,1930,5940,97
6327,1,3,7,1780,13095,1,0,0,4,9,1780,0,1983,0,98042,2750,13095,25
2778,1,3,6,1010,10000,1,0,0,4,7,1010,0,1973,0,98003,2420,34637,361
6541,1,4,9,1970,7902,1,0,0,3,8,1310,660,1960,0,98125,1860,8021,275
5066,1,2,9,1040,1516,2,0,0,3,8,1040,0,2008,0,98122,1560,1920,152
8791,1,3,8,960,9380,1,0,0,3,6,960,0,1949,0,98146,1460,9240,68
12898,1,2,4,1160,7500,1.5,0,0,4,7,1160,0,1916,0,98014,1110,7500,238
17056,1,4,10,2340,8990,2,0,0,3,8,2340,0,2003,0,98038,2980,6718,14
14419,1,3,10,1610,10292,1,0,0,4,7,1190,420,1969,0,98056,1940,8700,178
9891,1,3,7,1770,10125,2,0,0,3,7,1770,0,1944,1978,98133,1680,9825,82
14836,1,3,4,1280,9000,1.5,0,0,4,6,1280,0,1954,0,98146,1430,4500,110
18077,2,2,9,3170,3000,2,0,2,5,10,1990,1180,1900,0,98109,2980,5061,42
19315,1,4,10,2380,7792,2,0,0,3,8,2380,0,1993,0,98092,2260,7378,204
2906,2,4,11,3630,15405,1,0,2,4,8,1850,1780,1968,0,98040,3380,11184,120
4654,1,3,4,1470,32670,1,0,0,3,7,1020,450,1958,0,98042,2640,24100,112
20872,1,3,10,1890,6500,2,0,0,3,7,1890,0,2012,0,98074,2340,7500,120
10279,2,5,8,3180,10800,1,0,0,3,8,1910,1270,1968,0,98052,2440,9750,109
18807,2,3,9,1850,10855,1,0,0,3,8,1370,480,1985,0,98029,1850,8209,76
5031,2,3,10,4930,77536,2,0,0,3,9,3930,1000,1981,0,98072,2760,7351,113
7453,2,3,4,940,19000,1,0,0,3,6,940,0,1945,0,98004,2280,19000,75
20095,1,2,4,710,1131,2,0,0,4,7,710,0,1943,0,98102,1370,1173,40
18397,2,4,11,2780,6207,2,0,0,3,8,2780,0,2001,0,98053,2660,5592,92
9206,2,3,10,2130,3545,3,0,0,5,9,2130,0,1990,0,98109,1970,3464,333
3245,1,3,10,1870,9825,1,0,0,4,7,1250,620,1994,0,98045,1380,11475,131
16034,1,3,10,1300,10484,2,0,0,3,8,1300,0,1983,0,98028,1380,7868,332
4411,2,3,4,1610,4108,1.5,0,0,5,7,1610,0,1928,0,98126,1680,4467,310
9589,2,5,10,2820,67518,2,0,0,3,8,2820,0,1979,0,98029,2820,48351,0
2311,2,4,8,2850,14810,2,0,0,5,8,2490,360,1954,0,98004,2430,10454,124
16999,1,4,11,1820,5400,1,0,0,4,7,1220,600,1988,0,98056,1630,5400,195
20972,1,3,9,1280,959,3,0,0,3,8,1280,0,2005,0,98103,1130,1126,20
2360,1,3,8,1280,13356,1,0,0,3,7,1280,0,1994,0,98042,1590,8071,220
5172,1,4,10,2810,10951,2,0,0,3,8,2810,0,2003,0,98092,1680,6625,349
18176,2,3,4,1080,4120,1,0,0,3,7,980,100,1919,0,98115,1280,3090,305
5681,2,5,9,3030,9430,2,0,0,4,8,2600,430,1961,0,98133,2230,8425,155
492,1,4,6,1580,7350,1,0,0,4,7,960,620,1963,0,98052,1560,7350,204
1955,1,4,9,1770,33132,1,0,0,4,8,1190,580,1965,0,98058,2490,20000,18
5083,2,3,6,1780,214315,1,0,0,3,7,1780,0,1954,0,98077,2740,133419,290
2867,1,2,4,740,5100,1,0,0,4,7,740,0,1947,0,98115,920,5100,359
18433,2,3,10,2550,6677,2,0,0,3,8,2550,0,2002,0,98028,1930,7217,327
19563,1,4,9,1800,4500,2,0,0,4,8,1800,0,2004,0,98031,2010,5050,125
13258,2,4,12,4190,8805,2.5,0,2,5,9,3490,700,1928,0,98112,3780,8558,92
18200,1,3,10,1940,5660,2,0,0,3,8,1940,0,2001,0,98072,2110,4581,95
6104,1,2,3,1060,48292,1,1,2,5,6,560,500,1947,0,98070,750,80201,139
12178,1,3,10,2090,4700,2,0,0,3,8,2090,0,2002,0,98042,2740,5040,18
15501,2,3,10,2210,70567,2,0,3,3,9,2210,0,1995,0,98014,2000,73616,110
7088,1,3,8,1680,8424,1,0,0,3,7,1680,0,1993,0,98022,1990,8545,34
16121,1,3,7,1600,8156,1,0,0,5,7,1600,0,1948,0,98155,1200,8156,166
4751,1,2,4,750,6380,1,0,0,3,7,750,0,1949,0,98125,1690,6495,233
12120,1,3,7,1000,8268,1,0,0,3,6,1000,0,1969,0,98072,1220,7800,346
13536,1,3,4,1030,8164,1,0,0,4,7,1030,0,1950,0,98133,1340,8164,76
8225,2,5,7,2350,7800,1,0,0,4,8,1510,840,1968,0,98008,2220,8400,361
10882,2,4,7,1440,4300,1.5,0,0,4,8,1290,150,1929,0,98117,1640,5000,111
11590,1,1,4,550,16345,1,0,0,3,4,550,0,1945,0,98106,1100,9240,160
7755,1,3,6,1870,15685,1,0,0,3,7,1470,400,1936,0,98133,1340,7620,254
2292,1,3,6,1040,1824,1,0,0,3,6,1040,0,1925,0,98115,1010,5100,346
2160,2,3,7,1800,8000,1,0,0,3,8,1800,0,1972,0,98008,1950,8500,133
5656,1,3,4,902,10464,1,0,0,3,7,902,0,1965,0,98198,1510,7210,89
9757,1,4,7,1700,7800,1,0,0,5,7,1120,580,1981,0,98059,1560,7800,27
12406,1,3,4,1270,8920,1,0,0,5,7,1270,0,1969,0,98056,1590,8589,347
10945,1,2,9,1700,2383,2,0,0,3,8,1700,0,2005,0,98029,1700,2700,174
10218,2,3,10,1800,5001,2,0,0,3,7,1800,0,1996,0,98034,2106,5618,39
10352,2,3,9,2560,8040,1,0,0,3,8,1510,1050,1958,0,98125,1980,8040,226
5701,2,3,8,2350,5700,1.5,0,0,4,8,1810,540,1939,0,98112,2170,6000,3
5777,2,3,10,2160,8809,1,0,0,3,9,1540,620,2014,0,98103,930,5420,184
14560,1,3,7,1630,9403,1,0,0,3,7,1630,0,1983,0,98155,1430,8461,233
13869,2,4,10,2770,9798,2,0,0,4,9,2770,0,1986,0,98027,3040,11100,333
16507,1,4,7,2060,7900,1,0,0,4,7,1070,990,1957,0,98008,1830,8000,141
2025,2,3,14,4070,26000,2,0,0,3,11,4070,0,1991,0,98033,3770,26000,88
3906,2,4,10,2720,10455,2,0,2,3,10,2500,220,1981,0,98006,3240,12348,152
582,2,3,10,2720,6439,2,0,0,3,9,2720,0,2005,0,98065,3180,7320,14
6501,2,3,18,3950,6134,2,0,3,3,11,2880,1070,1998,0,98199,3050,5281,220
17929,1,3,4,1150,3090,1,0,0,3,6,1150,0,1910,0,98118,1150,5664,293
9043,1,3,7,2090,7461,1,0,0,3,6,1200,890,1986,0,98030,1420,7462,160
2768,2,3,7,2340,6750,1.5,0,0,5,7,1620,720,1914,0,98103,1410,3388,76
11412,2,3,10,2070,12708,2,0,0,3,8,2070,0,1996,0,98056,2620,9617,33
16571,1,3,10,2600,4724,2,0,0,3,7,2600,0,2002,0,98065,2400,4724,147
8259,2,3,7,1750,5200,1,0,1,4,8,1750,0,1956,0,98117,2060,5200,154
3868,1,3,6,2050,6384,1,0,0,3,7,1350,700,1958,0,98126,1590,7214,110
17998,1,2,4,1310,7128,1,0,0,4,7,940,370,1980,0,98031,1400,7161,62
20256,1,2,9,1610,1968,2,0,0,4,7,1610,0,1979,0,98056,1950,1968,255
4404,2,4,10,2890,7306,2,0,0,3,7,2890,0,2006,0,98065,2850,6687,202
5044,2,2,4,970,3300,1,0,0,4,7,970,0,1916,0,98103,1060,3600,287
18777,2,4,11,3370,6675,1,0,3,4,8,1920,1450,1948,0,98144,2250,5550,40
10324,2,3,7,2260,11781,1,0,0,4,8,1520,740,1968,0,98008,2530,10176,334
19833,2,4,11,3730,8014,2,0,0,3,10,3730,0,2012,0,98074,3670,8279,49
10547,2,4,7,2350,11914,1,0,0,4,8,2350,0,1961,0,98040,2240,10706,10
21289,2,4,13,2730,54014,1,0,0,3,9,1560,1170,2007,0,98059,2730,111274,0
17591,1,4,4,1940,5753,1.5,0,0,3,7,1940,0,1947,0,98177,2170,6075,48
12415,2,4,16,2290,6250,1.5,0,0,5,7,1690,600,1940,0,98116,1920,4335,21
11992,2,3,9,1660,10140,1,0,0,4,8,1370,290,1980,0,98052,2100,10125,7
9599,1,3,4,2010,6000,1,0,0,3,7,1210,800,1967,0,98108,2460,6000,111
10659,1,3,6,1300,7313,1,0,0,4,7,1300,0,1968,0,98055,1770,8075,318
2656,2,3,11,2980,12600,1.5,0,0,3,8,1590,1390,1941,2012,98033,1520,9660,132
7551,1,3,4,970,7742,1,0,0,4,6,970,0,1967,0,98003,970,7650,39
19670,1,3,8,1920,5688,1,0,3,3,9,1920,0,2007,0,98022,2384,4802,280
804,1,3,10,1630,4534,2,0,0,3,8,1630,0,1987,0,98034,1380,4779,254
5276,1,3,6,2320,7500,1,0,0,3,7,2320,0,1976,0,98019,1480,10000,20
30,1,3,7,1520,6380,1,0,0,3,7,790,730,1948,0,98115,1520,6235,53
18534,1,4,10,2641,8091,2,0,0,3,7,2641,0,1998,0,98031,2641,8535,370
3657,1,3,8,1600,13200,1,0,0,3,7,1600,0,1990,0,98045,1360,11520,89
18644,1,5,7,2190,7500,1,0,0,3,7,1290,900,1979,0,98133,1790,8820,359
10802,2,2,8,1830,3600,1,0,0,4,7,1230,600,1926,0,98109,2020,3600,133
20320,2,4,10,2190,3855,2,0,0,3,8,2190,0,2010,0,98011,2190,3600,287
2667,1,3,9,1750,12408,1,0,0,5,7,1150,600,1962,0,98155,1820,12977,219
20678,2,4,14,3930,5680,2,0,1,3,9,2820,1110,2013,0,98027,3700,5816,13
17328,1,3,4,920,6460,1,0,0,5,6,920,0,1969,0,98042,920,4770,209
6733,1,3,8,1640,9234,1,0,0,5,7,1060,580,1967,0,98118,2230,10354,234
13034,2,4,10,2470,33305,2,0,0,3,9,2470,0,1993,0,98053,2440,33305,12
19979,2,4,13,3750,74052,2,0,0,3,10,3750,0,2013,0,98053,4920,74052,356
4335,1,3,4,1340,21336,1.5,0,0,4,5,1340,0,1945,0,98032,1340,37703,196
